1568648764.220551, 1
1568648764.270344, 1
1568648764.324297, 2
1568648764.324307, 3
1568648764.393426, 4
1568648764.393437, 5
1568648764.393439, 6
1568648764.393442, 7
1568648764.393443, 8
1568648764.393445, 9
1568648764.470493, 10
1568648764.470504, 11
1568648764.474216, 12
1568648764.482083, 13
1568648764.482097, 14
1568648764.482100, 15
1568648764.482102, 16
1568648764.482104, 17
1568648764.482106, 18
1568648764.482108, 19
1568648764.482111, 20
1568648764.482113, 21
1568648764.482116, 22
1568648764.482119, 23
1568648764.482121, 24
1568648764.482123, 25
1568648764.482125, 26
1568648764.482127, 27
1568648764.484785, 28
1568648764.484796, 29
1568648764.490782, 30
1568648764.490812, 31
1568648764.490821, 32
1568648764.490828, 33
1568648764.490836, 34
1568648764.490841, 35
1568648764.490848, 36
1568648764.490854, 37
1568648764.494952, 38
1568648764.494965, 39
1568648764.538404, 40
1568648764.546613, 41
1568648764.546642, 42
1568648764.546645, 43
1568648764.546647, 44
1568648764.546651, 45
1568648764.546654, 46
1568648764.546658, 47
1568648764.546660, 48
1568648764.546663, 49
1568648764.553466, 50
1568648764.553887, 51
1568648764.553914, 52
1568648764.553935, 53
1568648764.553957, 54
1568648764.553978, 55
1568648764.554000, 56
1568648764.554017, 57
1568648764.554032, 58
1568648764.554049, 59
1568648764.554100, 60
1568648764.555966, 61
1568648764.556019, 62
1568648764.556228, 63
1568648764.558012, 64
1568648764.558041, 65
1568648764.558089, 66
1568648764.559356, 67
1568648764.566517, 68
1568648764.566559, 69
1568648764.566569, 70
1568648764.566576, 71
1568648764.566585, 72
1568648764.566597, 73
1568648764.566605, 74
1568648764.570918, 75
1568648764.570931, 76
1568648764.570934, 77
1568648764.570936, 78
1568648764.570937, 79
1568648764.572301, 80
1568648764.572309, 81
1568648764.574115, 82
1568648764.574125, 83
1568648764.574128, 84
1568648764.575310, 85
1568648764.576481, 86
1568648764.576566, 87
1568648764.577848, 88
1568648764.586921, 89
1568648764.586959, 90
1568648764.586963, 91
1568648764.586969, 92
1568648764.587017, 93
1568648764.587025, 94
1568648764.587032, 95
1568648764.587037, 96
1568648764.587043, 97
1568648764.588092, 98
1568648764.588101, 99
1568648764.588102, 100
1568648764.588104, 101
1568648764.590448, 102
1568648764.590458, 103
1568648764.590460, 104
1568648764.592788, 105
1568648764.592795, 106
1568648764.606048, 107
1568648764.607714, 108
1568648764.607724, 109
1568648764.607725, 110
1568648764.607727, 111
1568648764.607729, 112
1568648764.607731, 113
1568648764.607733, 114
1568648764.607735, 115
1568648764.607737, 116
1568648764.607738, 117
1568648764.607740, 118
1568648764.607742, 119
1568648764.607744, 120
1568648764.607746, 121
1568648764.607747, 122
1568648764.607749, 123
1568648764.622167, 124
1568648764.622183, 125
1568648764.622185, 126
1568648764.622187, 127
1568648764.622189, 128
1568648764.622191, 129
1568648764.622193, 130
1568648764.622195, 131
1568648764.622197, 132
1568648764.622199, 133
1568648764.622214, 134
1568648764.622216, 135
1568648764.622218, 136
1568648764.622220, 137
1568648764.630449, 138
1568648764.630732, 139
1568648764.631566, 140
1568648764.631678, 141
1568648764.631699, 142
1568648764.631719, 143
1568648764.631738, 144
1568648764.631758, 145
1568648764.631998, 146
1568648764.632090, 147
1568648764.633935, 148
1568648764.634004, 149
1568648764.635485, 150
1568648764.637012, 151
1568648764.637045, 152
1568648764.637325, 153
1568648764.637499, 154
1568648764.637657, 155
1568648764.637911, 156
1568648764.639353, 157
1568648764.639386, 158
1568648764.639409, 159
1568648764.640728, 160
1568648764.640757, 161
1568648764.658154, 162
1568648764.659179, 163
1568648764.660110, 164
1568648764.661119, 165
1568648764.661124, 166
1568648764.662175, 167
1568648764.663114, 168
1568648764.663133, 169
1568648764.664054, 170
1568648764.691967, 171
1568648764.693132, 172
1568648764.693896, 173
1568648764.693926, 174
1568648764.693946, 175
1568648764.693968, 176
1568648764.694304, 177
1568648764.694330, 178
1568648764.694351, 179
1568648764.694371, 180
1568648764.694388, 181
1568648764.694406, 182
1568648764.694424, 183
1568648764.694442, 184
1568648764.694461, 185
1568648764.694693, 186
1568648764.695298, 187
1568648764.695330, 188
1568648764.695351, 189
1568648764.695370, 190
1568648764.695391, 191
1568648764.695410, 192
1568648764.695698, 193
1568648764.695734, 194
1568648764.695756, 195
1568648764.695777, 196
1568648764.695797, 197
1568648764.695820, 198
